CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U74900KA2016PTC085439,ADCODE SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-01-2016,Karnataka,1000000.0,100000.0,74900,Real estate renting and business activities,"UMIYA BUSINESS BAY 2, 8TH FLOOR,CESSNA BUSINESSPARK, KADUBESNAHALLI,OUTER RING ROAD  ",ROC BANGALORE,adcodeservices@gmail.com,31-03-2019,31-03-2019
U51109KA2014PTC073871,FINEQPRO EXPORTERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-03-2014,Karnataka,100000.0,100000.0,51109,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"No 21, Ground Floor,BEML Main Road, New Thippasandra  ",ROC BANGALORE,ranjitkumar.j@gmail.com,31-03-2019,31-03-2019
U74900KA2015PTC084559,SSDB TECH SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-12-2015,Karnataka,100000.0,100000.0,74900,Real estate renting and business activities,90 / A SUSHMAS BRINDAVAN ROADRAMANJANEYA NAGAR UTTARAHALLI  ,ROC BANGALORE,sunilsingh.t@gmail.com,31-03-2019,31-03-2019
U74999KA2017PTC106768,NAARIAL INFOSYSTEMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-09-2017,Karnataka,100000.0,100000.0,74999,Real estate renting and business activities,"No. 93, Supreme Residency,Kodichikkanahalli Main Road  ",ROC BANGALORE,krishnaraj@naarial.com,,
U72200KA2008PTC047429,RAOS INFOSOFT JOIN PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-08-2008,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,250 HIMAGIRI MEADOWSGOTTIGERE  ,ROC BANGALORE,gsuthi@yahoo.com,31-03-2018,31-03-2018
U25209KA1986PTC007841,DIAMOND PIPES & TUBES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-10-1986,Karnataka,12500000.0,10610000.0,25209,Manufacturing,"NO. 52, 7TH CROSSWILSON GARDEN  ",ROC BANGALORE,finance@shandgroup.com,31-03-2019,31-03-2019
U72200KA2018PTC109453,ALGOSHACK TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-01-2018,Karnataka,5000000.0,4700000.0,72200,Real estate renting and business activities,"No.82, Sree Krupa, 9th Main, 18th Cross7th Sector, HSR Layout  ",ROC BANGALORE,vadeesh.budramane@yahoo.co.in,31-03-2019,31-03-2019
U74999KA2018PTC112932,MAHADYUTHA SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-05-2018,Karnataka,100000.0,100000.0,74999,Real estate renting and business activities,"No. 104, 2nd BLOCK, JAYANAGARA,3rd CROSS, 8th MAIN,  ",ROC BANGALORE,harshamahati@gmail.com,,
U99999KA1901PLC000029,SERINGAPATAM TOWN BANK LIMITED   ,DISD,Public,Company limited by Shares,Non-govt company,01-01-1901,Karnataka,40000.0,0.0,99999,Extraterritorial organizations and bodies,SERINGAPATAMSERINGAPATAM  ,ROC BANGALORE,,,
U72900KA2020PTC132071,CIGGYWALA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-01-2020,Karnataka,1500000.0,300000.0,72900,Real estate renting and business activities,"No.64, Hyder Ali Khan RoadKalasipalyam  ",ROC BANGALORE,raj@ciggywala.com,,
U33129KA2011PTC057783,DR. WIESNER TEST & AUTOMATION PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,22-03-2011,Karnataka,24000000.0,24000000.0,33129,Manufacturing,"No.147, 6th Main, 3rd Cross, industrial Suburb,2ndStage, Yeshwanthpur Industrial Layout, Tumkur Road  ",ROC BANGALORE,nagbhushan@drwiesner.in,31-03-2017,31-03-2017
U52390KA2015PTC081358,MYPETBUDDY SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-07-2015,Karnataka,100000.0,100000.0,52390,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"Sri Veerabadra NilayaNear Mariyamma Temple, Dommasandra  ",ROC BANGALORE,abhishek@mypetbuddy.in,31-03-2019,31-03-2019
U80903KA2014PTC074386,CAREERBISM EDUCATION PRIVATE LIMITED   ,UPSO,Private,Company limited by Shares,Non-govt company,25-03-2014,Karnataka,100000.0,100000.0,80903,Education,"NO 974/49/1, HONGASANDRAGARMENTS, BOMMANAHALLY  ",ROC BANGALORE,bismihm@gmail.com,,
U27201KA2008PTC045122,GREENS SCIENTIFIC LINE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,31-01-2008,Karnataka,1000000.0,0.0,27201,Manufacturing,"71/1F, KAIKONDRAHALLY, SARJAPURA MAIN ROAD,CARMALARAM POST, BANGALORE  ",ROC BANGALORE,TVKURIAN@HOTMAIL.COM,,
U74999KA2018PTC111808,EDBOT TECHNOLOGY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-04-2018,Karnataka,1500000.0,1052630.0,74999,Real estate renting and business activities,"A101,HOYSALA,COMMANDER,RETREAT,6th CROSSBALAJI LAYOUT,KODIGEHALLI  ",ROC BANGALORE,hastydeepak1@gmail.com,31-03-2019,31-03-2019
U27203KA1986PTC007899,CAUVERY PLAST PIPES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,24-10-1986,Karnataka,2000000.0,40000.0,27203,Manufacturing,"24,K.H.ROAD, IST FLOOR,  ",ROC BANGALORE,,,
U24231KA2003PTC032104,APOTEX PHARMACHEM INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-06-2003,Karnataka,1000000000.0,7631.0,24231,Manufacturing,"SITE NO. 1 A,BOMMASANDRA INDUSTRIAL AREA,1V TH PHASE, JIGANI LINK ROAD,  ",ROC BANGALORE,ibose@apotex.co.in,31-03-2019,31-03-2019
U79300KA1997PTC021633,AD-SYNDICATE SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-01-1997,Karnataka,1000000.0,500000.0,79300,Unclassified,"III Floor, Sairam Central Mall   ",ROC BANGALORE,info@adsyndicate.in,31-03-2019,31-03-2019
U24248KA1984PTC006170,MYSORE AROMATIC LIMITED   ,ULQD,Private,Company limited by Shares,Non-govt company,23-06-1984,Karnataka,200000.0,0.0,24248,Manufacturing,"HOODI APPARTMENTS NO 120, CUNNIGHAM ROADBANGALORE  ",ROC BANGALORE,,,
U51909KA2017PTC099454,PATIL LIFE SCIENCE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-01-2017,Karnataka,100000.0,100000.0,51909,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"No.8/3,1st Floor,Sanjivini Nagar, Heggenahalli Cross  ",ROC BANGALORE,siddu5star@gmail.com,31-03-2018,31-03-2018
U74900KA2011PTC059096,ARTHSTRATEGY PARTNERS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,10-06-2011,Karnataka,100000.0,100000.0,74900,Real estate renting and business activities,"#45, 2ND FLOOR, INDUSTRY HOUSE,RACE COURSE ROAD  ",ROC BANGALORE,madhuk30@gmail.com,31-03-2013,31-03-2013
U85110KA1996PTC020065,NOVA HAMLET PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-03-1996,Karnataka,20000000.0,8337500.0,85110,Health and social work,"98, Krishnageet Apts, II Main Road,Seshadripuram,  ",ROC BANGALORE,nova_hamlet@yahoo.co.in,31-03-2019,31-03-2019
U09214KA1966PTC001633,SAMPIGEY PICTURES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,13-07-1966,Karnataka,100000.0,100.0,09214,Agriculture & allied,"C.T ST., VASANT NAGAR,BANGALORE-1.   ",ROC BANGALORE,,,
U31909KA2005PTC035565,CELESTICA (INDIA) PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-02-2005,Karnataka,675000000.0,509452500.0,31909,Manufacturing,"First Floor, No. 6/12, Primrose Road   ",ROC BANGALORE,celestica-india-cls@celestica.com,31-03-2018,31-03-2018
U29222KA1981PTC004414,ASTRO ENGINEERING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-09-1981,Karnataka,1500000.0,154000.0,29222,Manufacturing,B-253 2ND STAGEPEENYA INDUSTRIAL ESTATEBANGALORE  ,ROC BANGALORE,accounts@eskay.in,31-03-2019,31-03-2019
U32300KA2013PTC071482,COMCORE CONNEXIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-10-2013,Karnataka,10000000.0,100000.0,32300,Manufacturing,"\x1aUJJNI PEGASUS\x1a 2nd Floor, No:1557,8th Cross, Chandra Layout  ",ROC BANGALORE,sunil@3c3.in,31-03-2019,31-03-2019
U24234KA2009PTC050394,SAVE PHARMACY (INDIA) PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,15-07-2009,Karnataka,500000.0,100000.0,24234,Manufacturing,"# 68, 2nd Floor ,1st Block14th Cross, R T Nagar  ",ROC BANGALORE,vinu.tp1984@gmail.com,31-03-2014,31-03-2014
U24232KA2007PTC042578,DYNA VISION HEALTHCARE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,23-04-2007,Karnataka,1000000.0,100000.0,24232,Manufacturing,"NO.37/4, KANDALA TOWERS, II FLOOR,SOUTH CROSS ROAD BASAVANAGUDI  ",ROC BANGALORE,avenues@bgi.vsnl.net.in,31-03-2009,31-03-2009
U55101KA2003PTC032505,RESORTS MANAGEMENT SERVICES INDIAPRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,05-09-2003,Karnataka,10000000.0,4876000.0,55101,Hotels and restaurants,"NO-7, LANGFORD GARDENS,1ST FLOOR,FIRST CROSS,RICHMOND ROAD,  ",ROC BANGALORE,,,
U72200KA2007PTC041777,SAHANA INFOTECH PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-02-2007,Karnataka,1000000.0,0.0,72200,Real estate renting and business activities,"NO.298, 15TH B MAIN ROAD,3RD SECTOR, HSR LAYOUT  ",ROC BANGALORE,gururaj@pacificintl.co.in,,
U72200KA2012PTC065869,SQUISHY TECH SOLUTIONS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,11-09-2012,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"NO 18, II FLOOR, DOLLAR HEIGHTS, DOLLARS COLONY,BEHIND NEW BUS STAND, GOKUL ROAD  ",ROC BANGALORE,mahesh.arjun.pawar@gmail.com,,
U74300KA2011PTC058636,MASNOP ADVERTISING PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,13-05-2011,Karnataka,100000.0,100000.0,74300,Real estate renting and business activities,"No.26, 2nd Floor, HMR Building,Ramamurthy Nagara Main Road, Dodda Banasawadi,  ",ROC BANGALORE,hemanth@onestopm.com,31-03-2012,31-03-2012
U15421KA1974PTC002629,SHIVAKUMAR SUGARS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,23-08-1974,Karnataka,100000.0,100000.0,15421,Manufacturing,"275/5, NARASARAJA RD.,DAVANGERE - 1.   ",ROC BANGALORE,,,
U00214KA1942PTC000907,SARASWATI RICE FLATENNING FACTORY PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,18-02-1942,Karnataka,300000.0,0.0,00214,Agriculture & allied,"DR.D.K.SONTHAKKES DISPENSARYBROAD WAY,HUBLI  ",ROC BANGALORE,,,
U74140KA1986PTC007389,S.S. METALS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,03-01-1986,Karnataka,500000.0,10000.0,74140,Real estate renting and business activities,"320, 11TH MAIN ROADBANASHANKARI I STAGE  ",ROC BANGALORE,,,
U74999KA2019PTC127230,RHIBHUS INFOSYSTEMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-08-2019,Karnataka,1000000.0,100000.0,74999,Real estate renting and business activities,"#6BM, 423, 2nd Block, HRBR LayoutKalyananagar  ",ROC BANGALORE,manoj562@hotmail.com,,
U67120KA2015PTC080395,SANUTYA TRADING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-05-2015,Karnataka,100000.0,100000.0,67120,Financial intermediation,"Room No.- 16, No 37 Sree Layout,Near BM KrishnappaHouseBasavanpura,Bangalore south,Bannargatta road,  ",ROC BANGALORE,anusoft.eng@gmail.com,31-03-2019,31-03-2019
U45203KA1991PTC011879,MOHTISHAM COMPLEXES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-04-1991,Karnataka,50000000.0,45000000.0,45203,Construction,"6th & 7th FLOOR, EMPIRE,M.G.ROAD  ",ROC BANGALORE,info@mohtisham.com,31-03-2018,31-03-2018
U61100KA2007PTC042363,NAUTILUS SHIPPING (INDIA) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,03-04-2007,Karnataka,500000.0,100000.0,61100,Transport storage and communications,"A-Regency Park, No.24, Hall Road,Richards Town  ",ROC BANGALORE,narayan.r@nautilusshipping.com,31-03-2018,31-03-2018
U23209KA2000PTC026606,YASHASWI PETROLEUMS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,14-03-2000,Karnataka,7500000.0,30000.0,23209,Manufacturing,"NO.78, 3RD CROSS,MAGADI ROAD,  ",ROC BANGALORE,,,
U51909KA2019PTC125400,VADIRAJ AGRITECH PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-06-2019,Karnataka,1000000.0,1000000.0,51909,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"No 102-A, Kustagi, Koppal Road,Muradi, Yalaburga,  ",ROC BANGALORE,vadirajagritech@gmail.com,,
U51211KA1983PTC005672,TRANSOCCANIC TRADING CO PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,10-11-1983,Karnataka,500000.0,1000.0,51211,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"GEM COMPLEX,41,MUSEUM ROAD,   ",ROC BANGALORE,,,
U65999KA2018PTC113488,UPMOVE CAPITAL PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-05-2018,Karnataka,21000000.0,21000000.0,65999,Financial intermediation,"Sy No. 25/7, Sri Kote Ashirwad TowersK.R. Puram, Marathahalli, Doddanekundi  ",ROC BANGALORE,admin@upmove.in,31-03-2019,31-03-2019
U32203KA2008PTC048576,SPINNOVATIVE MEDIA SOLUTIONS PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,11-12-2008,Karnataka,500000.0,0.0,32203,Manufacturing,"NO 48, 2ND MAIN RD, AMARJYOTHI LYTR T NAGAR,  ",ROC BANGALORE,laptopdsc@yahoo.co.in,,
U85110KA1992PTC012974,NAGEL SPECIAL MACHINES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-03-1992,Karnataka,20000000.0,20000000.0,85110,Health and social work,"70/1,MISSION ROAD,   ",ROC BANGALORE,sl.roy@nagelindia.in,31-03-2019,31-03-2019
U01119KA1982PTC004777,DR.KAZI EXPORTS AND TRADING COMPANYPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,20-05-1982,Karnataka,1000000.0,450600.0,01119,Agriculture & allied,"NO.52, M.M. ROAD, NAUDIDUGAROAD, JAYAMAHAL EXTNBANGALORE-560046.  ",ROC BANGALORE,,31-03-2019,31-03-2019
U74910KA2007PTC043914,SKILLEX CONSULTING PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,20-09-2007,Karnataka,3000000.0,100000.0,74910,Real estate renting and business activities,NO 60 1ST CROSS RAMACHANDRAPPA LAYOUTKARIANAPALYA EXTENSION ST.THOMAS TOWN  ,ROC BANGALORE,kew777@gmail.com,,
U63040KA2004PTC034168,MAST TOURS AND TRAVELS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,21-06-2004,Karnataka,2500000.0,100000.0,63040,Transport storage and communications,"59/6, I FLOOR, DOUBLE ROADAPPAREDDYPALYAINDRANAGAR, BANGALORE  ",ROC BANGALORE,rahulfernandes@yahoo.com,,
U74910KA2019PTC130308,ROILS VENTURES INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-12-2019,Karnataka,100000.0,100000.0,74910,Real estate renting and business activities,"PL NO 36 AND 37, NEAR DATTANAGARNGO COLONY  ",ROC BANGALORE,roils.ventures.limited@gmail.com,,
U72900KA2016PTC094152,OG PLUS SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-06-2016,Karnataka,1000000.0,100000.0,72900,Real estate renting and business activities,"No.27/A, 3rd Floor, Above State Bank of Mysore,Boopasandra Main Road, Boopasandra,  ",ROC BANGALORE,sp@sanj.co,31-03-2019,31-03-2019
U35999KA1959PTC001365,ROYAL SPEEDWAYS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,31-08-1959,Karnataka,1000000.0,10000.0,35999,Manufacturing,"PALACE STABLES,THANISADAR ROAD,NAZARBAD,  ",ROC BANGALORE,,,
U63090KA2011PTC061916,MILVER LOGISTICS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,30-12-2011,Karnataka,100000.0,100000.0,63090,Transport storage and communications,"No. 492, 1ST FLOOR, F BLOCK60 FEET ROAD, SAHAKARNAGAR  ",ROC BANGALORE,pradeep@milverlogistics.com,,
U40106KA1995PTC018421,DASAG ENGINEERING (INDIA) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,31-07-1995,Karnataka,3000000.0,982600.0,40106,Electricity gas and water supply,"No.32, Kempapura Main Road,Kempapura, Bangalore  ",ROC BANGALORE,aklavya@desipower.com,31-03-2019,31-03-2019
U93000KA1997PTC022841,MARVEL DATSON ENTERPRISES PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,30-09-1997,Karnataka,1000000.0,200.0,93000,Other community social and personal service activities,"4/3,SREE COMPLEX,MSR ENGG.COLLEGE ROAD,MATHIKERE   ",ROC BANGALORE,,,
U72900KA2006PTC040831,SEAMORE SOFTWARES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,02-11-2006,Karnataka,100000.0,0.0,72900,Real estate renting and business activities,"GOVIND AVENUE, 2ND FLOOR, OPP TO S T BHANDARI SONSMOORASAVIRAMATH, DAJIBANPET  ",ROC BANGALORE,mayankgarg@gmail.com,,
U74990KA2011PTC056967,HIMALAYA SURVEILLANCE AND SOLUTIONPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-02-2011,Karnataka,100000.0,100000.0,74990,Real estate renting and business activities,"61/64, Gokul Amogh Plaza,2nd Floor, RV Road, Basavanagudi  ",ROC BANGALORE,praveen@himalayasurveillance.com,31-03-2018,31-03-2018
U85300KA2019NPL120781,RANDOM ACTS OF KINDNESS FORUM   ,ACTV,Private,Company limited by Shares,Non-govt company,25-01-2019,Karnataka,100000.0,100000.0,85300,Health and social work,"No. 83, 7th Cross, 4th Block, Koramangala,Bangalore  ",ROC BANGALORE,dipali@lesconcierges.co.in,31-03-2019,31-03-2019
U72200KA2015PTC078797,WOOTZ TECHNOLOGIES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,11-02-2015,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"SHALOM -  1st Floor, 316, 8TH MainVHBCS Layout, Nagawara,  ",ROC BANGALORE,james.selvam@gmail.com,31-03-2018,31-03-2018
U72200KA2013PTC068866,TETHERFI TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-05-2013,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"Door No.5-4-170/8 & 5-4-170/9SECOND FLOOR, KAYARMANJ, M.G. ROAD  ",ROC BANGALORE,india.accounts@tetherfi.com,31-03-2019,31-03-2019
U01111KA2006PTC038182,SLS SEEDS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,09-01-2006,Karnataka,100000.0,100000.0,01111,Agriculture & allied,#188/129  IST FLOOR  KODIGEENCLAVE  VIRUPAKSHAPURA.  ,ROC BANGALORE,,,
U55101KA2012PTC062999,SWATHI HOSPITALITY SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,13-03-2012,Karnataka,100000.0,100000.0,55101,Hotels and restaurants,"NO 15, 3RD MAIN, INDUSTRIAL TOWNRAJAJINAGAR  ",ROC BANGALORE,acc24@swathigroup.co.in,31-03-2019,31-03-2019
U65992KA2010PTC052420,SLANS CHITS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-02-2010,Karnataka,100000.0,100000.0,65992,Financial intermediation,NO 126 2ND CRSKEMPEGOWDANAGAR MAIN ROAD  ,ROC BANGALORE,slansss@yahoo.co.in,31-03-2019,31-03-2019
U74999KA2017PTC105407,TRIGNOSOURCE INNOVATIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-08-2017,Karnataka,1000000.0,100000.0,74999,Real estate renting and business activities,"No. 115/47, Sri Srivasai Nilaya,6th B Main, ML Puram, WOC Road, Nagapura  ",ROC BANGALORE,sukruthraju@gmail.com,31-03-2019,31-03-2019
U22211KA1983PTC005496,IBH PRAKASHANA AND PRINTERS PRIVATELIMITED  ,UPSO,Private,Company limited by Shares,Non-govt company,12-08-1983,Karnataka,95000.0,2000.0,22211,Manufacturing,"II FLOOR, JAYADEVA HOSTELBUILDINGS, 5TH MAIN,GANDHINAGAR,  ",ROC BANGALORE,,,
U85110KA1996PLC019795,OSHO STEELS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,08-02-1996,Karnataka,10000000.0,9961000.0,85110,Health and social work,"NO 80/3,CHOKKAHALLI KIADB INDUSTRIAL ESTATE,HOSAKOTE, BANGALORE RURAL,  ",ROC BANGALORE,MUKESHJAIN1109@GMAIL.COM,31-03-2019,31-03-2019
U70102KA2014PTC075128,BANJARA INFRA PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,30-06-2014,Karnataka,100000.0,100000.0,70102,Real estate renting and business activities,"No.2138/119, Akshaya Nagar,Yelenahalli  ",ROC BANGALORE,darshanmot@gmail.com,,
U65910KA1990PTC010856,RE-MARKABLE FINANCIAL SERVICES AND ENTERPRISES PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,02-04-1990,Karnataka,1000000.0,1000.0,65910,Financial intermediation,"145, 2ND CROSS, LAKSHMI VILASAROADDEVARAJA MOHALLA, MYSORE-24.  ",ROC BANGALORE,,,
U45309KA2019PTC120490,STUDIOLINE VENTURES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-01-2019,Karnataka,200000.0,100000.0,45309,Construction,"21, BEHIND ST. PETERS SCHOOL,PUSHPAVENI LAYOUT, SARJAPURA ROAD,  ",ROC BANGALORE,Sandeepk0174@gmail.com,,
U73100KA2013PTC069304,BHAMI'S RESEARCH LABORATORY PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,25-05-2013,Karnataka,12500000.0,10266500.0,73100,Real estate renting and business activities,"Door NO: 5-7-708/15,  , Second floor,City Point Kodialbail  ",ROC BANGALORE,info@bhamilab.com,31-03-2019,31-03-2019
U85110KA1997PTC021600,ARORA MARKETING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-01-1997,Karnataka,500000.0,500000.0,85110,Health and social work,"G-9,RAHEJA PLAZA,17COMMISSARAIAT ROAD,BANGALORE  ",ROC BANGALORE,,,
U74900KA2015PTC080998,VISDUM LEARNING PRIVATE LIMITED   ,UPSO,Private,Company limited by Shares,Non-govt company,19-06-2015,Karnataka,100000.0,100000.0,74900,Real estate renting and business activities,"G-405 BRIGADE METRPOLIS,73/1 GARUDACHARPALYA, MAHADEVPURA,  ",ROC BANGALORE,sameer_xl99@yahoo.com,31-03-2018,31-03-2018
